level_0,index,id,jid,jyear,jcase,jno,jdate_dt,jtitle,jtype,litigation_type,etl_datetime,source_id,source_cnt,source_id_v2,source_cnt_v2,精神慰撫金額,醫療費用,薪資收入
440,440,822858,"ULDV,106,訴,238,20181129,2",106,訴,238,1543449600000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,440,1,440,1,"400,000元","78,990元","20,008元"
441,441,823109,"ULDV,107,訴,497,20181228,1",107,訴,497,1545955200000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,441,1,441,1,"150,000元","75,233元","21,009元"
444,444,264881,"NTDV,107,訴,281,20190814,1",107,訴,281,1565740800000,損害賠償,臺灣南投地方法院,民事判決,1688136019337,444,1,444,1,10萬元,"1萬8,823元",nan
445,445,323897,"PCDV,107,訴,1120,20190710,1",107,訴,1120,1562716800000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,445,1,445,1,12萬元,"6萬4,426元","2萬8,000元"
446,446,323951,"PCDV,107,訴,1427,20180730,1",107,訴,1427,1532908800000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,446,1,446,1,"200,000元","103,622元",nan
447,447,327267,"PCDV,108,訴,559,20190516,1",108,訴,559,1557964800000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,447,1,447,1,15萬元,"8萬4,339元",nan
449,449,370956,"PTDV,107,重訴,145,20190826,1",107,重訴,145,1566777600000,請求侵權行為損害賠償,臺灣屏東地方法院,民事判決,1688136019337,449,1,449,1,"5,000元",nan,nan
451,451,372842,"PTEV,107,屏簡,333,20180928,1",107,屏簡,333,1538092800000,損害賠償,屏東簡易庭,民事判決,1688136019337,451,1,451,1,nan,nan,nan
453,453,403514,"SJEV,107,重簡,1716,20190319,4",107,重簡,1716,1552953600000,侵權行為損害賠償,三重簡易庭,民事判決,1688136019337,453,1,453,1,"50,000元","3,780","65,000"
454,454,438219,"SLEV,108,士簡,800,20190726,1",108,士簡,800,1564099200000,侵權行為損害賠償,士林簡易庭,民事判決,1688136019337,454,1,454,1,nan,nan,nan
455,455,512263,"TCDV,108,訴,2620,20191127,1",108,訴,2620,1574812800000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,455,1,455,1,10萬元,7萬5498元,3萬6000元
456,456,590074,"TNDV,107,訴,1226,20190307,1",107,訴,1226,1551916800000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,456,1,456,1,15萬元,"3,593元",nan
459,459,806032,"TYEV,108,桃簡,832,20190912,1",108,桃簡,832,1568246400000,損害賠償,桃園簡易庭,民事判決,1688136019337,459,1,459,1,"5,000元",nan,nan
461,461,33909,"CHEV,107,彰小,363,20180828,1",107,彰小,363,1535414400000,損害賠償,彰化簡易庭,民事判決,1688136019337,461,1,461,1,"8,000元",775元,nan
462,462,35870,"CLEV,107,壢他調小,2,20190220,1",107,壢他調小,2,1550620800000,撤銷調解之訴,中壢簡易庭,民事判決,1688136019337,462,1,462,1,nan,nan,nan
463,463,45466,"CPEV,107,竹北簡,194,20181123,1",107,竹北簡,194,1542931200000,損害賠償,竹北簡易庭(含竹東),民事判決,1688136019337,463,1,463,1,"30,000元","1,590元",6萬
464,464,78319,"CTDV,108,訴,194,20190514,1",108,訴,194,1557792000000,損害賠償,臺灣橋頭地方法院,民事判決,1688136019337,464,1,464,1,nan,nan,nan
465,465,100929,"CYDV,108,訴,126,20190705,1",108,訴,126,1562284800000,損害賠償,臺灣嘉義地方法院,民事判決,1688136019337,465,1,465,1,"40,000元","5,190元",3萬
466,466,124471,"HLDV,107,重訴,37,20181115,1",107,重訴,37,1542240000000,侵權行為損害賠償,臺灣花蓮地方法院,民事判決,1688136019337,466,1,466,1,40萬元,"296,135元","27,600元"
467,467,156597,"KLDV,108,基簡,826,20191112,1",108,基簡,826,1573516800000,損害賠償,臺灣基隆地方法院,民事判決,1688136019337,467,1,467,1,nan,nan,nan
468,468,209987,"KSDV,108,訴,272,20190725,1",108,訴,272,1564012800000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,468,1,468,1,12萬元,"11,587元","25,000元"
469,469,266135,"NTEV,107,投簡,77,20180621,1",107,投簡,77,1529539200000,損害賠償,南投簡易庭(含埔里),民事判決,1688136019337,469,1,469,1,2萬元,"1,932",nan
471,471,326887,"PCDV,108,訴,2044,20191029,1",108,訴,2044,1572307200000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,471,1,471,1,"400,000元","12,044元",nan
472,472,401391,"SDEV,107,沙簡,109,20190118,2",107,沙簡,109,1547769600000,損害賠償,沙鹿簡易庭,民事判決,1688136019337,472,1,472,1,"90,000元","13,544元","50,679元"
473,473,403631,"SJEV,107,重簡,926,20181023,4",107,重簡,926,1540252800000,侵權行為損害賠償,三重簡易庭,民事判決,1688136019337,473,1,473,1,"20,000元","15,460",8萬
475,475,507705,"TCDV,107,訴,2677,20190531,1",107,訴,2677,1559260800000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,475,1,475,1,20萬元,"140,478元","36,000元"
476,476,507801,"TCDV,107,訴,3103,20190812,1",107,訴,3103,1565568000000,損害賠償等,臺灣臺中地方法院,民事判決,1688136019337,476,1,476,1,"1,500,000元","20,319元","25,000元"
477,477,508158,"TCDV,107,醫,13,20190618,3",107,醫,13,1560816000000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,477,1,477,1,nan,nan,nan
478,478,511903,"TCDV,108,訴,1030,20190912,1",108,訴,1030,1568246400000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,478,1,478,1,20萬元,29203元,nan
479,479,511926,"TCDV,108,訴,1119,20191009,1",108,訴,1119,1570579200000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,479,1,479,1,"200,000元","94,646元",nan
480,480,524005,"TCEV,107,中簡,519,20180601,1",107,中簡,519,1527811200000,損害賠償,臺中簡易庭,民事判決,1688136019337,480,1,480,1,nan,nan,nan
482,482,590134,"TNDV,107,訴,1514,20190227,2",107,訴,1514,1551225600000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,482,1,482,1,"150,000元","12,926",nan
483,483,590212,"TNDV,107,訴,1910,20191015,1",107,訴,1910,1571097600000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,483,1,483,1,"100,000元","41,177元",7萬元
484,484,597128,"TNEV,108,南簡,159,20190731,1",108,南簡,159,1564531200000,侵權行為損害賠償,臺南簡易庭,民事判決,1688136019337,484,1,484,1,"100,000元","3,530元","22,000元"
485,485,661388,"TPEV,107,北簡,14667,20190927,1",107,北簡,14667,1569542400000,侵權行為損害賠償,臺北簡易庭,民事判決,1688136019337,485,1,485,1,"23,210元",nan,nan
488,488,718371,"TTEV,107,國簡,1,20180709,1",107,國簡,1,1531094400000,國家賠償,臺東簡易庭,民事判決,1688136019337,488,1,488,1,nan,nan,nan
489,489,793604,"TYDV,107,訴,1258,20190731,1",107,訴,1258,1564531200000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,489,1,489,1,12萬元,"183,239元","22,000"
490,490,805154,"TYEV,107,桃簡,1611,20190227,1",107,桃簡,1611,1551225600000,損害賠償,桃園簡易庭,民事判決,1688136019337,490,1,490,1,20萬元,"6,372元","2萬2,000元"
491,491,30619,"CHDV,107,訴,1061,20190422,1",107,訴,1061,1555891200000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,491,1,491,1,40萬元,"20,371元","43,773元"
492,492,31638,"CHDV,108,重訴,97,20191106,1",108,重訴,97,1572998400000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,492,1,492,1,"2,000,000元","195,342",nan
495,495,101027,"CYDV,108,訴,519,20190918,1",108,訴,519,1568764800000,損害賠償,臺灣嘉義地方法院,民事判決,1688136019337,495,1,495,1,5萬元,830,4萬元
497,497,112464,"FYEV,108,豐小,329,20191008,1",108,豐小,329,1570492800000,損害賠償,豐原簡易庭,民事判決,1688136019337,497,1,497,1,2萬元,"3,010元",五萬元
498,498,113783,"GSEV,107,岡簡,210,20181031,1",107,岡簡,210,1540944000000,損害賠償,岡山簡易庭,民事判決,1688136019337,498,1,498,1,"120,000元","15,565元","23,649元"
499,499,123995,"HLDV,106,重訴,50,20181019,1",106,重訴,50,1539907200000,侵權行為損害賠償,臺灣花蓮地方法院,民事判決,1688136019337,499,1,499,1,nan,nan,nan
500,500,156349,"KLDV,108,基小,1824,20191125,1",108,基小,1824,1574640000000,損害賠償,臺灣基隆地方法院,民事判決,1688136019337,500,1,500,1,"0,000元",nan,nan
501,501,323878,"PCDV,107,訴,1006,20181116,1",107,訴,1006,1542326400000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,501,1,501,1,2萬元,"46,308元","6,730元"
502,502,323990,"PCDV,107,訴,1581,20180925,1",107,訴,1581,1537833600000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,502,1,502,1,10萬元,nan,nan
503,503,324216,"PCDV,107,訴,2560,20190131,1",107,訴,2560,1548892800000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,503,1,503,1,3萬元,"37,031元",nan
504,504,338502,"PCEV,108,板簡,144,20190422,1",108,板簡,144,1555891200000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,504,1,504,1,"30,000元","1,391元","36,000元"
505,505,371329,"PTDV,108,訴,228,20190910,1",108,訴,228,1568073600000,請求侵權行為損害賠償,臺灣屏東地方法院,民事判決,1688136019337,505,1,505,1,50000,"7,253元",3萬元
506,506,394057,"SCDV,108,重訴,129,20191002,1",108,重訴,129,1569974400000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,506,1,506,1,10萬元,"173,854","2萬4,613元"
507,507,404435,"SJEV,108,重簡,210,20190412,2",108,重簡,210,1555027200000,侵權行為損害賠償,三重簡易庭,民事判決,1688136019337,507,1,507,1,"40,000元","1,650元","30,000元"
508,508,404463,"SJEV,108,重簡,390,20190628,2",108,重簡,390,1561680000000,侵權行為損害賠償,三重簡易庭,民事判決,1688136019337,508,1,508,1,"20,000元","28,200元",nan
509,509,507710,"TCDV,107,訴,2731,20190425,1",107,訴,2731,1556150400000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,509,1,509,1,10萬元,4萬8665元,2萬1009元
510,510,508107,"TCDV,107,訴,852,20190418,1",107,訴,852,1555545600000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,510,1,510,1,5萬元,"41,812元","27,308元"
512,512,523978,"TCEV,107,中簡,3949,20190107,1",107,中簡,3949,1546819200000,損害賠償,臺中簡易庭,民事判決,1688136019337,512,1,512,1,"20,000元","45,561元","19,600元"
513,513,524107,"TCEV,107,中訴,3,20180907,1",107,中訴,3,1536278400000,損害賠償,臺中簡易庭,民事判決,1688136019337,513,1,513,1,"150,000元","21,530元",nan
514,514,544538,"TCHV,107,重訴,9,20190312,1",107,重訴,9,1552348800000,損害賠償,臺灣高等法院臺中分院,民事判決,1688136019337,514,1,514,1,200萬元,"54,360元","22,000元"
515,515,647812,"TPDV,106,重訴,1507,20190329,1",106,重訴,1507,1553817600000,侵權行為損害賠償,臺灣臺北地方法院,民事判決,1688136019337,515,1,515,1,50萬元,"167,132元","45,998元"
516,516,649474,"TPDV,107,訴,150,20180726,4",107,訴,150,1532563200000,損害賠償,臺灣臺北地方法院,民事判決,1688136019337,516,1,516,1,"300,000元","71,795元","4,645元"
518,518,717562,"TTDV,107,訴,173,20190819,1",107,訴,173,1566172800000,侵權行為損害賠償,臺灣臺東地方法院,民事判決,1688136019337,518,1,518,1,"725,000元",nan,nan
519,519,805747,"TYEV,108,桃小,74,20190621,1",108,桃小,74,1561075200000,損害賠償,桃園簡易庭,民事判決,1688136019337,519,1,519,1,"2萬5,000元",nan,3萬元
520,520,36554,"CLEV,107,壢簡,741,20181008,2",107,壢簡,741,1538956800000,損害賠償,中壢簡易庭,民事判決,1688136019337,520,1,520,1,"20,000元","1,240元",nan
521,521,112559,"FYEV,108,豐簡,113,20190523,2",108,豐簡,113,1558569600000,損害賠償,豐原簡易庭,民事判決,1688136019337,521,1,521,1,"50,000元",nan,"22,000元"
522,522,113975,"GSEV,108,岡簡,257,20191015,1",108,岡簡,257,1571097600000,損害賠償,岡山簡易庭,民事判決,1688136019337,522,1,522,1,"10,000元","1,250元","23,100元"
523,523,156761,"KLDV,108,訴,130,20190507,1",108,訴,130,1557187200000,侵權行為損害賠償,臺灣基隆地方法院,民事判決,1688136019337,523,1,523,1,nan,"11萬6,753元","2萬2,000元"
524,524,207090,"KSDV,107,國,11,20181227,1",107,國,11,1545868800000,國家賠償,臺灣高雄地方法院,民事判決,1688136019337,524,1,524,1,nan,nan,nan
525,525,324300,"PCDV,107,訴,3016,20190606,1",107,訴,3016,1559779200000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,525,1,525,1,12萬元,"8萬5,738元","3萬6,300元"
526,526,324351,"PCDV,107,訴,3232,20190509,2",107,訴,3232,1557360000000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,526,1,526,1,"120,000元","160,099元","44,880元"
527,527,336560,"PCEV,106,板小,3561,20180612,1",106,板小,3561,1528761600000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,527,1,527,1,8000元,2120元,nan
528,528,337318,"PCEV,107,板簡,1903,20190123,1",107,板簡,1903,1548201600000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,528,1,528,1,"100,000元","5,755元",nan
529,529,393735,"SCDV,108,簡上,14,20190726,2",108,簡上,14,1564099200000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,529,1,529,1,nan,nan,nan
531,531,425509,"SLDV,107,訴,1387,20191108,1",107,訴,1387,1573171200000,損害賠償,臺灣士林地方法院,民事判決,1688136019337,531,1,531,1,20萬元,"35,913元",nan
532,532,438147,"SLEV,108,士簡,264,20190506,1",108,士簡,264,1557100800000,侵權行為損害賠償,士林簡易庭,民事判決,1688136019337,532,1,532,1,nan,nan,nan
534,534,545058,"TCHV,108,訴,16,20191030,2",108,訴,16,1572393600000,損害賠償,臺灣高等法院臺中分院,民事判決,1688136019337,534,1,534,1,100萬元,nan,nan
535,535,588953,"TNDV,106,訴,1579,20180928,1",106,訴,1579,1538092800000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,535,1,535,1,10萬元,"114,589元","24,206元"
536,536,590138,"TNDV,107,訴,154,20181029,1",107,訴,154,1540771200000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,536,1,536,1,30萬元,nan,nan
537,537,590228,"TNDV,107,訴,1986,20190319,1",107,訴,1986,1552953600000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,537,1,537,1,"300,000元","19,436元",nan
538,538,596304,"TNEV,106,南簡,1335,20180704,1",106,南簡,1335,1530662400000,侵權行為損害賠償,臺南簡易庭,民事判決,1688136019337,538,1,538,1,10萬元,"13,350元",nan
540,540,649748,"TPDV,107,訴,3622,20190116,2",107,訴,3622,1547596800000,侵權行為損害賠償,臺灣臺北地方法院,民事裁定,1688136019337,540,1,540,1,nan,nan,nan
541,541,652191,"TPDV,108,訴,1214,20190731,1",108,訴,1214,1564531200000,侵權行為損害賠償,臺灣臺北地方法院,民事判決,1688136019337,541,1,541,1,"50,000元","4,450元",nan
542,542,661218,"TPEV,107,北簡,11380,20181204,1",107,北簡,11380,1543881600000,侵權行為損害賠償,臺北簡易庭,民事判決,1688136019337,542,1,542,1,"100,000元","85,419元","45,516元"
545,545,1851,"CDEV,107,橋簡,726,20181227,1",107,橋簡,726,1545868800000,損害賠償,橋頭簡易庭,民事判決,1688136019337,545,1,545,1,"50,000元","3,592元","30,000元"
546,546,45879,"CPEV,108,竹北簡,227,20190820,1",108,竹北簡,227,1566259200000,損害賠償,竹北簡易庭(含竹東),民事判決,1688136019337,546,1,546,1,"51,850元",nan,"45,945元"
547,547,143044,"ILDV,107,訴,457,20190815,1",107,訴,457,1565827200000,侵權行為損害賠償,臺灣宜蘭地方法院,民事判決,1688136019337,547,1,547,1,30萬元,"3,621元","22,000元"
549,549,207689,"KSDV,107,訴,1590,20190524,4",107,訴,1590,1558656000000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,549,1,549,1,30萬元,"40,915元",8萬
550,550,324083,"PCDV,107,訴,1999,20190912,1",107,訴,1999,1568246400000,損害賠償,臺灣新北地方法院,民事判決,1688136019337,550,1,550,1,"300,000元","7,266元","22,000元"
551,551,327323,"PCDV,108,訴,750,20190924,1",108,訴,750,1569283200000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,551,1,551,1,6萬元,nan,"1萬1,520元"
553,553,393964,"SCDV,108,訴,728,20191025,1",108,訴,728,1571961600000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,553,1,553,1,"117,237元","28,933元",nan
556,556,590042,"TNDV,107,訴,1101,20181005,1",107,訴,1101,1538697600000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,556,1,556,1,１４萬元,３萬５５５８元,nan
557,557,590147,"TNDV,107,訴,1632,20190606,2",107,訴,1632,1559779200000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,557,1,557,1,"70,000元",31810,nan
558,558,590192,"TNDV,107,訴,1814,20190131,1",107,訴,1814,1548892800000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,558,1,558,1,nan,nan,nan
559,559,590328,"TNDV,107,訴,633,20181025,2",107,訴,633,1540425600000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,559,1,559,1,"100,000元","19,374元","16,607元"
560,560,590493,"TNDV,107,重訴,79,20190815,1",107,重訴,79,1565827200000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,560,1,560,1,"500,000元","343,700元","33,845元"
562,562,596314,"TNEV,106,南簡,1498,20180821,1",106,南簡,1498,1534809600000,請求損害賠償,臺南簡易庭,民事判決,1688136019337,562,1,562,1,5萬元,"5,558",nan
563,563,647644,"TPDV,106,訴,4363,20180615,1",106,訴,4363,1529020800000,侵權行為損害賠償,臺灣臺北地方法院,民事判決,1688136019337,563,1,563,1,5萬元,2569,nan
566,566,805274,"TYEV,107,桃簡,741,20181031,1",107,桃簡,741,1540944000000,損害賠償,桃園簡易庭,民事判決,1688136019337,566,1,566,1,"20,000元","137,635",nan
567,567,31438,"CHDV,108,訴,324,20191129,1",108,訴,324,1574985600000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,567,1,567,1,15萬元,101112元,nan
569,569,425682,"SLDV,107,訴,671,20190131,2",107,訴,671,1548892800000,損害賠償,臺灣士林地方法院,民事判決,1688136019337,569,1,569,1,25萬元,"87,974元","30,068元"
571,571,507196,"TCDV,107,簡上,261,20190628,1",107,簡上,261,1561680000000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,571,1,571,1,nan,nan,nan
572,572,507496,"TCDV,107,訴,1675,20190327,1",107,訴,1675,1553644800000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,572,1,572,1,"300,000元","277,177元","22,500"
573,573,507702,"TCDV,107,訴,2650,20190415,1",107,訴,2650,1555286400000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,573,1,573,1,20萬元,1萬4608元,2萬5000元
574,574,507776,"TCDV,107,訴,2971,20190419,1",107,訴,2971,1555632000000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,574,1,574,1,25萬元,"28,741元","22,707元"
575,575,823402,"ULDV,108,訴,29,20190816,2",108,訴,29,1565913600000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,575,1,575,1,nan,nan,nan
576,576,239,"CCEV,107,潮簡,510,20190604,2",107,潮簡,510,1559606400000,損害賠償,潮州簡易庭,民事判決,1688136019337,576,1,576,1,nan,36萬元,nan
577,577,30614,"CHDV,107,訴,1053,20190826,1",107,訴,1053,1566777600000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,577,1,577,1,20萬元,"3,417元","21,009元"
578,578,30835,"CHDV,107,重訴,120,20190930,1",107,重訴,120,1569801600000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,578,1,578,1,20萬元,96萬9701,"21,009元"
579,579,36431,"CLEV,107,壢簡,1370,20181228,1",107,壢簡,1370,1545955200000,損害賠償,中壢簡易庭,民事判決,1688136019337,579,1,579,1,"20,000元","1,650元","35,200元"
580,580,36583,"CLEV,107,壢簡,877,20180928,1",107,壢簡,877,1538092800000,損害賠償,中壢簡易庭,民事判決,1688136019337,580,1,580,1,nan,"3,220元",nan
581,581,266099,"NTEV,107,投簡,336,20190119,1",107,投簡,336,1547856000000,損害賠償,南投簡易庭(含埔里),民事判決,1688136019337,581,1,581,1,"10,000元","2,030元","21,009元"
582,582,441449,"SSEV,107,新簡,564,20190319,1",107,新簡,564,1552953600000,損害賠償,新市簡易庭,民事判決,1688136019337,582,1,582,1,"25,000元","7,962元","21,009元"
583,583,523872,"TCEV,107,中簡,3071,20181123,1",107,中簡,3071,1542931200000,損害賠償,臺中簡易庭,民事判決,1688136019337,583,1,583,1,"20,000元","11,930元","10,000"
584,584,544535,"TCHV,107,重訴,31,20190710,1",107,重訴,31,1562716800000,損害賠償,臺灣高等法院臺中分院,民事判決,1688136019337,584,1,584,1,2萬元,nan,3萬5000元
585,585,589070,"TNDV,106,重訴,127,20180719,1",106,重訴,127,1531958400000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,585,1,585,1,100萬元,"388,194元",nan
587,587,650075,"TPDV,107,重訴,1225,20190419,1",107,重訴,1225,1555632000000,侵權行為損害賠償,臺灣臺北地方法院,民事判決,1688136019337,587,1,587,1,60萬元,"23萬8,943元",nan
589,589,794026,"TYDV,107,訴,386,20190524,1",107,訴,386,1558656000000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,589,1,589,1,10萬元,"124,682","33,002元"
590,590,797592,"TYDV,108,訴,352,20191001,1",108,訴,352,1569888000000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,590,1,590,1,"200,000元","79,295元","22,000元"
591,591,30745,"CHDV,107,訴,587,20180817,1",107,訴,587,1534464000000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,591,1,591,1,30萬元,"272,654元",nan
592,592,36899,"CLEV,108,壢小,1008,20191128,1",108,壢小,1008,1574899200000,損害賠償,中壢簡易庭,民事判決,1688136019337,592,1,592,1,nan,nan,nan
593,593,100311,"CYDV,107,訴,810,20190716,1",107,訴,810,1563235200000,損害賠償,臺灣嘉義地方法院,民事判決,1688136019337,593,1,593,1,8萬元,"52萬3,026元","2萬3,100元"
595,595,156587,"KLDV,108,基簡,724,20190731,1",108,基簡,724,1564531200000,損害賠償,臺灣基隆地方法院,民事判決,1688136019337,595,1,595,1,nan,nan,nan
596,596,207511,"KSDV,107,訴,1008,20181016,1",107,訴,1008,1539648000000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,596,1,596,1,nan,nan,nan
597,597,210002,"KSDV,108,訴,34,20190531,1",108,訴,34,1559260800000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,597,1,597,1,30萬元,"98,975元",nan
598,598,267337,"OLEV,108,員小,5,20190319,1",108,員小,5,1552953600000,損害賠償,員林簡易庭,民事判決,1688136019337,598,1,598,1,nan,"1,920",nan
599,599,324348,"PCDV,107,訴,3214,20190912,1",107,訴,3214,1568246400000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,599,1,599,1,10萬元,nan,nan
602,602,337390,"PCEV,107,板簡,2412,20181224,1",107,板簡,2412,1545609600000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,602,1,602,1,"20,000元","4,767元","28,600元"
603,603,337562,"PCEV,107,板簡,930,20180726,1",107,板簡,930,1532563200000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,603,1,603,1,"30,000元","8,042元","98,000元"
605,605,507839,"TCDV,107,訴,3285,20190313,1",107,訴,3285,1552435200000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,605,1,605,1,"400,000元","230,559元","28,000元"
608,608,544425,"TCHV,107,訴,8,20180808,1",107,訴,8,1533686400000,損害賠償,臺灣高等法院臺中分院,民事判決,1688136019337,608,1,608,1,"200,000元","98,660元","21,009元"
609,609,588918,"TNDV,106,訴,1034,20181227,2",106,訴,1034,1545868800000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,609,1,609,1,"400,000元","551,127元","58,842元"
610,610,591738,"TNDV,108,訴,41,20190903,1",108,訴,41,1567468800000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,610,1,610,1,5萬元,"22,589元","40,000"
615,615,822857,"ULDV,106,訴,200,20180613,1",106,訴,200,1528848000000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,615,1,615,1,50萬元,"150,262元","21,009元"
616,616,30153,"CHDV,106,訴,1169,20180627,1",106,訴,1169,1530057600000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,616,1,616,1,60萬元,"148,853元","21,009元"
617,617,31521,"CHDV,108,訴,691,20190909,1",108,訴,691,1567987200000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,617,1,617,1,nan,nan,nan
618,618,37342,"CLEV,108,壢簡,587,20190823,1",108,壢簡,587,1566518400000,損害賠償,中壢簡易庭,民事判決,1688136019337,618,1,618,1,5萬元,35元,"528,879元"
619,619,143062,"ILDV,107,訴,80,20190507,1",107,訴,80,1557187200000,侵權行為損害賠償,臺灣宜蘭地方法院,民事判決,1688136019337,619,1,619,1,"200,000元","5,315元","20,008元"
620,620,156525,"KLDV,108,基簡,24,20190508,1",108,基簡,24,1557273600000,損害賠償,臺灣基隆地方法院,民事判決,1688136019337,620,1,620,1,100000元,1860元,45958元
621,621,205786,"KSDV,106,訴,1058,20190410,2",106,訴,1058,1554854400000,損害賠償,臺灣高雄地方法院,民事判決,1688136019337,621,1,621,1,"1,000,000元",nan,nan
622,622,228956,"KSHV,107,訴,3,20190515,1",107,訴,3,1557878400000,侵權行為損害賠償,臺灣高等法院高雄分院,民事判決,1688136019337,622,1,622,1,10萬元,"13,812元","35,000元"
623,623,324140,"PCDV,107,訴,2281,20181031,1",107,訴,2281,1540944000000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,623,1,623,1,15萬元,8378元,20008
625,625,393653,"SCDV,108,竹簡,239,20190813,1",108,竹簡,239,1565654400000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,625,1,625,1,"10,000元",750元,nan
626,626,437892,"SLEV,108,士小,513,20190509,1",108,士小,513,1557360000000,侵權行為損害賠償,士林簡易庭,民事判決,1688136019337,626,1,626,1,"5,000元","1,141",nan
627,627,504689,"TCDV,106,訴,3520,20180823,2",106,訴,3520,1534982400000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,627,1,627,1,15萬元,"80,878元",3萬元
631,631,590101,"TNDV,107,訴,1398,20190215,4",107,訴,1398,1550188800000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,631,1,631,1,40萬元,6733,32868元
632,632,591457,"TNDV,108,訴,1046,20191111,2",108,訴,1046,1573430400000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,632,1,632,1,80萬元,"801,830元","28,000元"
635,635,718457,"TTEV,107,東簡,251,20181203,1",107,東簡,251,1543795200000,損害賠償,臺東簡易庭,民事判決,1688136019337,635,1,635,1,nan,nan,nan
636,636,793727,"TYDV,107,訴,1773,20180925,1",107,訴,1773,1537833600000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,636,1,636,1,15萬,"18萬4,296元","34,85030"
637,637,804984,"TYEV,107,桃小,1750,20190125,1",107,桃小,1750,1548374400000,損害賠償,桃園簡易庭,民事判決,1688136019337,637,1,637,1,"12,000元","9,970元","21,000元"
