level_0,index,id,jid,jyear,jcase,jno,jdate_dt,jtitle,jtype,litigation_type,etl_datetime,source_id,source_cnt,source_id_v2,source_cnt_v2,精神慰撫金額,醫療費用,薪資收入,頭頸部,臉,胸部,腹部,背部,骨盆,上肢,下肢,其他,骨折,骨裂,擦挫傷,撕裂傷,鈍傷,損傷,胸部損傷,神經損傷,拉傷,扭傷,灼傷,脫位,壓迫,破缺損,腦震盪,壞死,內出血,水腫,瘀血,栓塞,剝離,截肢,衰竭,休克,失能,死亡,肇責 0/100,肇責 10/90,肇責 20/80,肇責 30/70,肇責 40/60,肇責 50/50,肇責 60/40,肇責 70/30,肇責 80/20,肇責 90/10,肇責 100/0,未滿18歲(高中以下),18-24歲(大學、研究所),25-29歲,30-39歲,40-49歲,50-59歲,60-64歲,65歲以上(退休)
3624,3624,324147,"PCDV,107,訴,2315,20190508,1",107,訴,2315,1557273600000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,3624,1,3624,1,100000.0,33160,41651,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3625,3625,324252,"PCDV,107,訴,2786,20181211,1",107,訴,2786,1544486400000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,3625,1,3625,1,100000.0,33160,41651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3626,3626,392326,"SCDV,107,竹簡,418,20181219,1",107,竹簡,418,1545177600000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,3626,1,3626,1,100000.0,33160,41651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3627,3627,404504,"SJEV,108,重簡,657,20190514,1",108,重簡,657,1557792000000,侵權行為損害賠償,三重簡易庭,民事判決,1688136019337,3627,1,3627,1,20000.0,2170,60000,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3628,3628,438180,"SLEV,108,士簡,508,20190531,1",108,士簡,508,1559260800000,侵權行為損害賠償,士林簡易庭,民事判決,1688136019337,3628,1,3628,1,60000.0,3157,30000,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3630,3630,443207,"STEV,108,店簡,248,20190823,3",108,店簡,248,1566518400000,損害賠償,新店簡易庭,民事判決,1688136019337,3630,1,3630,1,200000.0,100615,30000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3631,3631,507708,"TCDV,107,訴,2705,20190826,1",107,訴,2705,1566777600000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,3631,1,3631,1,200000.0,148350,22000,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3632,3632,508285,"TCDV,107,重訴,55,20190926,4",107,重訴,55,1569456000000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,3632,1,3632,1,500000.0,11845,10000,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3633,3633,525497,"TCEV,108,中簡,516,20190325,2",108,中簡,516,1553472000000,損害賠償,臺中簡易庭,民事判決,1688136019337,3633,1,3633,1,20000.0,1190,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,3636,661402,"TPEV,107,北簡,14997,20190313,1",107,北簡,14997,1552435200000,損害賠償,臺北簡易庭,民事判決,1688136019337,3636,1,3636,1,20000.0,1190,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3638,3638,661901,"TPEV,107,北訴,16,20190131,1",107,北訴,16,1548892800000,侵權行為損害賠償,臺北簡易庭,民事判決,1688136019337,3638,1,3638,1,40000.0,10129,22000,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3639,3639,717363,"TTDV,106,訴,165,20190610,3",106,訴,165,1560124800000,侵權行為損害賠償,臺灣臺東地方法院,民事判決,1688136019337,3639,1,3639,1,300000.0,10129,20008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3640,3640,717574,"TTDV,107,訴,36,20181015,1",107,訴,36,1539561600000,損害賠償,臺灣臺東地方法院,民事判決,1688136019337,3640,1,3640,1,500000.0,10129,20008,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3641,3641,234,"CCEV,107,潮簡,498,20181127,1",107,潮簡,498,1543276800000,損害賠償,潮州簡易庭,民事判決,1688136019337,3641,1,3641,1,200000.0,14620,20008,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3642,3642,1817,"CDEV,107,橋簡,576,20181210,1",107,橋簡,576,1544400000000,損害賠償,橋頭簡易庭,民事判決,1688136019337,3642,1,3642,1,200000.0,14620,20008,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3643,3643,36482,"CLEV,107,壢簡,415,20180720,1",107,壢簡,415,1532044800000,損害賠償,中壢簡易庭,民事判決,1688136019337,3643,1,3643,1,30000.0,45510,20008,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3644,3644,37399,"CLEV,108,壢簡,887,20191122,2",108,壢簡,887,1574380800000,損害賠償,中壢簡易庭,民事判決,1688136019337,3644,1,3644,1,30000.0,99031,22800,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3645,3645,205784,"KSDV,106,訴,1044,20181122,1",106,訴,1044,1542844800000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,3645,1,3645,1,400000.0,149363,22800,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3646,3646,205811,"KSDV,106,訴,130,20181228,2",106,訴,130,1545955200000,損害賠償,臺灣高雄地方法院,民事判決,1688136019337,3646,1,3646,1,500000.0,44131,22800,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3647,3647,265174,"NTDV,108,訴,31,20190314,1",108,訴,31,1552521600000,損害賠償,臺灣南投地方法院,民事判決,1688136019337,3647,1,3647,1,50000.0,18111,28000,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3648,3648,441581,"SSEV,108,新簡,259,20191105,1",108,新簡,259,1572912000000,損害賠償,新市簡易庭,民事判決,1688136019337,3648,1,3648,1,40000.0,1740,28000,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3649,3649,504584,"TCDV,106,訴,2584,20190227,1",106,訴,2584,1551225600000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,3649,1,3649,1,200000.0,101890,23000,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3651,3651,507678,"TCDV,107,訴,2535,20190328,1",107,訴,2535,1553731200000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,3651,1,3651,1,1000000.0,31339,27432,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3652,3652,590214,"TNDV,107,訴,1926,20181213,1",107,訴,1926,1544659200000,侵權行為損害賠償,臺灣臺南地方法院,民事裁定,1688136019337,3652,1,3652,1,1000000.0,31339,27432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653,3653,590321,"TNDV,107,訴,609,20181017,4",107,訴,609,1539734400000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,3653,1,3653,1,250000.0,34740,27432,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
3654,3654,596649,"TNEV,107,南簡,1572,20181228,1",107,南簡,1572,1545955200000,侵權行為損害賠償,臺南簡易庭,民事判決,1688136019337,3654,1,3654,1,40000.0,11647,22000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3655,3655,647618,"TPDV,106,訴,3920,20181107,1",106,訴,3920,1541548800000,損害賠償,臺灣臺北地方法院,民事判決,1688136019337,3655,1,3655,1,700000.0,4041,22000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3658,3658,794021,"TYDV,107,訴,367,20190517,1",107,訴,367,1558051200000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,3658,1,3658,1,200000.0,56382,22000,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3659,3659,36579,"CLEV,107,壢簡,843,20190226,2",107,壢簡,843,1551139200000,損害賠償,中壢簡易庭,民事判決,1688136019337,3659,1,3659,1,20000.0,8050,15000,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3660,3660,77650,"CTDV,107,訴,467,20181023,2",107,訴,467,1540252800000,損害賠償,臺灣橋頭地方法院,民事判決,1688136019337,3660,1,3660,1,500000.0,8050,15000,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3661,3661,156799,"KLDV,108,訴,321,20190926,1",108,訴,321,1569456000000,損害賠償,臺灣基隆地方法院,民事判決,1688136019337,3661,1,3661,1,200000.0,36152,40000,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3663,3663,215905,"KSEV,107,雄簡,1369,20180727,1",107,雄簡,1369,1532649600000,損害賠償,高雄簡易庭,民事判決,1688136019337,3663,1,3663,1,30000.0,1397,40000,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3664,3664,216855,"KSEV,108,雄簡,308,20190905,2",108,雄簡,308,1567641600000,損害賠償,高雄簡易庭,民事判決,1688136019337,3664,1,3664,1,20000.0,1531,40000,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3665,3665,324047,"PCDV,107,訴,1811,20181214,1",107,訴,1811,1544745600000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,3665,1,3665,1,300000.0,180041,2100930,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3666,3666,336982,"PCEV,107,板小,3176,20190604,1",107,板小,3176,1559606400000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,3666,1,3666,1,20000.0,180041,50000,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3667,3667,337344,"PCEV,107,板簡,207,20180927,1",107,板簡,207,1538006400000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,3667,1,3667,1,42000.0,2900,21000,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3668,3668,424145,"SLDV,106,訴,1535,20180627,1",106,訴,1535,1530057600000,侵權行為損害賠償,臺灣士林地方法院,民事判決,1688136019337,3668,1,3668,1,42000.0,2900,21000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3669,3669,508313,"TCDV,107,重訴,709,20181226,1",107,重訴,709,1545782400000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,3669,1,3669,1,1200000.0,2900,21009,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3670,3670,512030,"TCDV,108,訴,157,20190614,1",108,訴,157,1560470400000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,3670,1,3670,1,150000.0,24161,68000,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3671,3671,523646,"TCEV,107,中簡,1540,20180928,1",107,中簡,1540,1538092800000,損害賠償,臺中簡易庭,民事判決,1688136019337,3671,1,3671,1,150000.0,58823,30000,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3672,3672,524106,"TCEV,107,中訴,29,20181226,1",107,中訴,29,1545782400000,損害賠償,臺中簡易庭,民事判決,1688136019337,3672,1,3672,1,80000.0,9067,30000,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3673,3673,525104,"TCEV,108,中簡,1535,20190626,1",108,中簡,1535,1561507200000,損害賠償,臺中簡易庭,民事判決,1688136019337,3673,1,3673,1,60000.0,9067,22000,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3674,3674,525115,"TCEV,108,中簡,1598,20190725,1",108,中簡,1598,1564012800000,損害賠償,臺中簡易庭,民事判決,1688136019337,3674,1,3674,1,35000.0,15000,22000,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3675,3675,596723,"TNEV,107,南簡,735,20180831,1",107,南簡,735,1535673600000,侵權行為損害賠償,臺南簡易庭,民事判決,1688136019337,3675,1,3675,1,20000.0,8630,22000,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3679,3679,85,"CCEV,107,潮原簡,10,20190506,1",107,潮原簡,10,1557100800000,損害賠償,潮州簡易庭,民事判決,1688136019337,3679,1,3679,1,60000.0,620,35000,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3680,3680,123985,"HLDV,106,訴,357,20180831,1",106,訴,357,1535673600000,侵權行為損害賠償,臺灣花蓮地方法院,民事判決,1688136019337,3680,1,3680,1,500000.0,24580,35000,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3681,3681,246533,"MLDV,106,訴,540,20190517,1",106,訴,540,1558051200000,侵權行為損害賠償,臺灣苗栗地方法院,民事判決,1688136019337,3681,1,3681,1,200000.0,68000,35000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3684,3684,507796,"TCDV,107,訴,3085,20190313,1",107,訴,3085,1552435200000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,3684,1,3684,1,320000.0,128932,15000,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3687,3687,512647,"TCDV,108,訴,862,20190906,1",108,訴,862,1567728000000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,3687,1,3687,1,300000.0,254770,22000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3688,3688,524271,"TCEV,108,中小,1838,20190520,1",108,中小,1838,1558310400000,損害賠償,臺中簡易庭,民事判決,1688136019337,3688,1,3688,1,15000.0,20370,39000,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3694,3694,649570,"TPDV,107,訴,2238,20190320,1",107,訴,2238,1553040000000,侵權行為損害賠償,臺灣臺北地方法院,民事判決,1688136019337,3694,1,3694,1,150000.0,254797,39000,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3695,3695,793973,"TYDV,107,訴,2946,20190419,1",107,訴,2946,1555632000000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,3695,1,3695,1,500000.0,405019,39000,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3696,3696,797616,"TYDV,108,訴,487,20190722,1",108,訴,487,1563753600000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,3696,1,3696,1,100000.0,98075,21009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3697,3697,823418,"ULDV,108,訴,362,20191015,1",108,訴,362,1571097600000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,3697,1,3697,1,200000.0,97897,22000,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3698,3698,143014,"ILDV,107,訴,314,20190111,1",107,訴,314,1547164800000,侵權行為損害賠償,臺灣宜蘭地方法院,民事判決,1688136019337,3698,1,3698,1,300000.0,552526,22000,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3699,3699,216684,"KSEV,108,雄簡,1458,20190927,1",108,雄簡,1458,1569542400000,損害賠償,高雄簡易庭,民事判決,1688136019337,3699,1,3699,1,300000.0,552526,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,3700,246885,"MLDV,107,苗簡,769,20190130,1",107,苗簡,769,1548806400000,侵權行為損害賠償,臺灣苗栗地方法院,民事判決,1688136019337,3700,1,3700,1,50000.0,7220,22000,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3702,3702,322222,"PCDV,106,訴,3641,20181018,1",106,訴,3641,1539820800000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,3702,1,3702,1,40000.0,7118,22000,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3703,3703,336556,"PCEV,106,板小,3418,20180629,1",106,板小,3418,1530230400000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,3703,1,3703,1,5000.0,950,30000,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,3704,403183,"SJEV,107,重小,1700,20181031,1",107,重小,1700,1540944000000,侵權行為損害賠償,三重簡易庭,民事判決,1688136019337,3704,1,3704,1,10489.0,2012,30000,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3705,3705,428035,"SLDV,108,訴,1180,20191120,1",108,訴,1180,1574208000000,侵權行為損害賠償,臺灣士林地方法院,民事判決,1688136019337,3705,1,3705,1,200000.0,58466,23100,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3706,3706,441603,"SSEV,108,新簡,37,20190531,1",108,新簡,37,1559260800000,損害賠償,新市簡易庭,民事判決,1688136019337,3706,1,3706,1,20000.0,3401,33000,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3707,3707,442757,"STEV,107,店簡,33,20180914,1",107,店簡,33,1536883200000,損害賠償,新店簡易庭,民事判決,1688136019337,3707,1,3707,1,70000.0,3401,33000,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,3708,523706,"TCEV,107,中簡,1978,20180815,1",107,中簡,1978,1534291200000,損害賠償,臺中簡易庭,民事判決,1688136019337,3708,1,3708,1,55000.0,6740,33000,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3709,3709,590108,"TNDV,107,訴,1422,20190531,1",107,訴,1422,1559260800000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,3709,1,3709,1,150000.0,4385,21200,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3710,3710,591881,"TNDV,108,訴,904,20191023,1",108,訴,904,1571788800000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,3710,1,3710,1,160000.0,11344,25000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3712,3712,647599,"TPDV,106,訴,3628,20190329,2",106,訴,3628,1553817600000,侵權行為損害賠償,臺灣臺北地方法院,民事判決,1688136019337,3712,1,3712,1,400000.0,36012,25000,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
